Student_ID,Math_Grade,Science_Grade,English_Grade,History Grade,Geography Grade,Economics Grade,Art Grade,IT Grade,Standardized_Test_Score,Attendance_Rate,Study_Time_Hours,Assignment_Completion_Rate
dd89819c-c803-46fd-90c0-5d077f388d87,79.80586108055897,89.51669573416102,63.1886029274914,85.05037098649707,72.91604274311604,95.99933107514616,60.17127031344415,70.94782063865395,649.4512859470715,0.715291620645667,14.228980519564594,0.9362984618747261
2db28777-6da3-43c0-be5d-8d0511272e30,79.22346309306592,80.85796096667521,87.32457142892187,86.76214061267791,79.2509580731042,87.52697746889054,95.41755057449222,70.77383516244417,700.7151911043225,0.973640770576955,7.465109018424016,0.758076497725022
69f27f94-99a5-4e2b-b4c6-bf5ac5aeb200,83.6963113863807,62.73834877334312,97.30266834823843,65.05133890338276,84.69417003952267,99.43897270742079,62.65963180699066,92.77275049387859,660.499210022452,0.9649615605620386,5.307837675687729,0.9596888607898909
837b56d3-430b-4d68-82d2-99c0489ecebd,92.98723863700596,74.84451753720512,83.02661011989679,97.83105988985389,76.19643257079376,90.68050119923078,98.1218634463938,88.42668983771341,649.9143455412104,0.9912394447818016,16.74896298184664,0.7042708507337946
a9ec2254-34d3-4d7a-9c4a-808ac60ff9ab,73.91236831608772,96.83066433853429,65.04461289501643,65.3029630993793,67.93490159390805,97.6789772857436,71.2730271639874,99.26437709328057,779.277003974764,0.9149581528664215,6.195571091681886,0.7572887035216944
090714fe-1d8f-4741-bfbd-f8a371d8229f,87.12064610236254,83.37795639029704,83.26886109893907,90.98691748727194,98.46561969261217,68.64754295481902,75.28139321645084,88.46051601247274,598.2280531536417,0.9048163533205908,7.115763816053548,0.8019791051160339
581cd6cc-bbd4-4de3-a3a4-8bcae8ab803f,82.62927855983165,81.53327773022853,90.6538885241861,70.59265287113276,80.45870160170469,90.85939499267703,63.66552820702911,76.73022213024191,618.1513359095278,0.8677009210224492,13.622450402835359,0.9570461336356126
db03aa12-224f-45e7-a529-6d05153b55b8,70.68113080677685,70.75414057528774,76.25666146296075,97.34372574805006,89.35681481150802,60.8087008059119,64.49091033315638,87.95710643780868,724.6343752190905,0.7377827249057568,14.052582551744296,0.9475029726420223
628ff5af-f14b-49b3-bcd9-a912377950d1,95.14519945420632,74.73795679666316,95.19350991765872,88.79838157477919,76.44188774224233,86.83040086846135,89.06962260917278,99.97836268745608,634.9454339292033,0.756770593284781,15.303306778885977,0.8297420281215512
0f624936-2733-48da-845e-7796a21bb8e8,91.89704086427713,95.81384356612676,85.94731813429458,90.15254851913475,74.20527056102866,78.77129112480965,97.77328942993167,88.40567530250112,666.4663110087613,0.7868409066017609,10.90271018995431,0.6887102039123563
